SURVEY: DES
SNID: 1335868
IAUC: NULL
FILTERS: griz
FAKE: 0
TYPE: 101
MASK_FLUXCOR_SNANA: 3
RA: 55.089100               # deg
DECL: -26.512669               # deg
MWEBV: 0.010                    # MW E(B-V)
MWEBV_ERR: 0.001                    # MW E(B-V)
PIXSIZE: 0.2700                    # arcSec
PEAKMJD: 57349.023
REDSHIFT_FINAL: 0.6194 +-  0.0050    # (CMB)
OBS: 57319.149  r  NULL 30.6890000 17.0820000
OBS: 57319.151  i  NULL -7.7050000 16.6790000
OBS: 57319.154  z  NULL 8.3454000 14.6450000
OBS: 57325.120  g  NULL 35.4310000 26.6370000
OBS: 57325.122  r  NULL 18.8780000 14.3010000
OBS: 57325.124  i  NULL 21.5620000 10.9760000
OBS: 57325.127  z  NULL 27.7490000 9.3960000
OBS: 57329.211  g  NULL 6.3347000 4.8665000
OBS: 57329.213  r  NULL 29.3130000 5.9427000
OBS: 57329.216  i  NULL 24.4440000 8.0321000
OBS: 57329.218  z  NULL 21.5650000 10.9230000
OBS: 57332.074  g  NULL 17.3770000 5.9091000
OBS: 57332.077  r  NULL 42.4480000 6.3575000
OBS: 57332.079  i  NULL 36.1270000 8.3358000
OBS: 57332.081  z  NULL 17.3390000 9.8368000
OBS: 57339.295  g  NULL 20.1000000 4.5463000
OBS: 57339.297  r  NULL 66.4640000 5.8472000
OBS: 57339.300  i  NULL 59.9680000 9.0925000
OBS: 57339.304  z  NULL 64.6830000 17.5950000
OBS: 57345.312  g  NULL 15.1390000 5.7376000
OBS: 57345.314  r  NULL 73.6280000 6.9856000
OBS: 57345.316  i  NULL 71.5220000 9.0324000
OBS: 57345.319  z  NULL 56.8940000 11.2700000
OBS: 57355.238  g  NULL 37.8920000 12.4210000
OBS: 57355.240  r  NULL 57.9200000 9.0631000
OBS: 57355.242  i  NULL 56.8730000 9.0496000
OBS: 57355.245  z  NULL 71.1600000 8.4554000
OBS: 57365.182  g  NULL 2.1278000 2.6112000
OBS: 57365.185  r  NULL 39.1730000 3.4504000
OBS: 57365.187  i  NULL 38.3770000 5.0856000
OBS: 57365.189  z  NULL 56.4070000 5.0337000
OBS: 57372.237  g  NULL 5.8874000 6.1150000
OBS: 57372.239  r  NULL 36.2780000 10.6240000
OBS: 57372.241  i  NULL 42.9570000 11.1570000
OBS: 57375.046  g  NULL -6.6200000 9.4355000
OBS: 57375.048  r  NULL 30.5410000 8.1156000
OBS: 57375.050  i  NULL 29.0450000 9.7484000
OBS: 57375.052  z  NULL 37.4210000 9.5083000
OBS: 57385.148  g  NULL -3.7750000 7.5187000
OBS: 57385.151  r  NULL 13.5070000 5.9257000
OBS: 57385.153  i  NULL 19.3190000 6.1901000
OBS: 57385.155  z  NULL 44.7340000 6.5966000
OBS: 57389.149  g  NULL -7.4080000 5.2223000
OBS: 57389.152  r  NULL 19.4650000 5.7061000
OBS: 57389.154  i  NULL 5.8614000 8.7061000
OBS: 57389.156  z  NULL 34.4900000 11.1120000
OBS: 57394.158  g  NULL -7.6620000 4.9280000
OBS: 57394.160  r  NULL 5.3579000 6.1803000
OBS: 57394.162  i  NULL 27.6060000 10.3040000
OBS: 57394.164  z  NULL 40.6970000 12.2330000
OBS: 57401.136  g  NULL -1.6220000 2.7664000
OBS: 57401.138  r  NULL 1.6097000 3.4525000
OBS: 57401.140  i  NULL 3.4637000 5.6492000
OBS: 57401.143  z  NULL 20.5470000 6.1212000
OBS: 57408.065  g  NULL 4.2700000 16.6020000
OBS: 57408.067  r  NULL -16.1540000 10.3330000
OBS: 57408.069  i  NULL 14.7330000 10.7220000
OBS: 57408.072  z  NULL 14.2370000 9.0900000
OBS: 57425.146  g  NULL 2.9457000 6.3770000
OBS: 57425.149  r  NULL 1.9373000 7.2976000
OBS: 57425.151  i  NULL 9.9437000 10.5490000
OBS: 57425.154  z  NULL -7.0110000 14.9080000
END_PHOTOMETRY:

# =============================================
