SURVEY: DES
SNID: 1330426
IAUC: NULL
FILTERS: griz
FAKE: 0
TYPE: 1
MASK_FLUXCOR_SNANA: 3
RA: 53.970436               # deg
DECL: -28.692368               # deg
MWEBV: 0.009                    # MW E(B-V)
MWEBV_ERR: 0.000                    # MW E(B-V)
PIXSIZE: 0.2700                    # arcSec
PEAKMJD: 57312.875
REDSHIFT_FINAL: 0.2595 +-  0.0050    # (CMB)
 30.615 30.678 30.46  30.423 30.541 30.612 30.991 30.641 30.759 30.728
 30.99  30.69  30.722 30.704 30.962 30.633]
PSF: [4.09  4.09  3.86  3.751 3.26  3.18  2.914 2.82  2.8   2.66  2.801 2.51
 2.32  1.9   1.715 2.52  2.4   2.39  2.106 1.82  1.65  1.53  1.539 3.57
 2.74  2.65  2.823 2.5   2.22  2.21  2.138 2.76  2.47  2.7   2.687 2.74
 2.81  2.68  2.502 2.85  3.19  2.8   2.788 1.64  1.51  1.36  1.369 1.62
 1.44  1.39  1.364 1.83  1.7   1.55  1.594 4.48  4.27  4.306 1.99  1.73
 1.63  1.525 2.06  1.82  1.72  1.574]
SKYSIG: [17.12 16.46 20.17 16.94 24.28 37.23 24.9   6.69 10.24 17.9  17.16  7.01
 10.34 15.72 14.8  15.69 16.07 22.11 20.04 26.12 25.66 30.71 24.1   8.71
 12.11 21.66 20.2   6.94 12.59 24.52 25.19  7.04 10.8  20.81 21.9   7.61
 11.41 21.53 23.48 24.45 25.49 32.59 26.24 14.85 15.14 22.2  22.26  6.43
  9.03 14.76 13.27  7.25 11.   23.85 25.01 19.63 26.35 21.86 30.08 28.56
 34.46 27.08 13.68 14.58 23.46 22.01]
GAIN: [4.08  3.84  3.99  3.955 4.11  4.11  4.005 3.82  3.73  3.9   3.975 3.81
 3.75  3.89  4.01  4.09  3.86  3.99  4.021 4.18  3.9   4.05  3.996 4.02
 3.81  3.99  4.005 3.87  3.81  3.98  4.021 3.81  3.77  4.02  3.984 3.92
 3.78  3.96  3.99  4.13  3.9   4.06  3.995 4.1   3.86  4.03  4.019 3.93
 3.72  3.92  4.005 3.86  3.8   4.01  4.025 3.87  3.96  3.985 4.17  3.97
 4.04  4.04  4.09  3.84  3.99  4.015]
PHOTFLAG: [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
PHOTPROB: [0.94 1.05 0.88 0.96 1.04 1.   1.   0.92 1.09 0.93 0.93 1.08 1.02 1.14
 0.93 0.92 0.95 0.97 0.96 0.96 1.1  1.02 1.06 1.05 0.94 1.05 1.01 0.92
 0.95 0.86 1.01 1.01 0.92 0.96 0.86 0.95 1.03 0.97 1.05 0.98 0.98 0.9
 0.93 0.91 1.1  0.97 0.88 0.95 1.   1.   0.9  0.78 0.85 0.96 0.93 1.
 0.97 0.98 1.02 1.05 0.92 0.97 0.98 0.86 1.08 0.92]
SPECTRA: {}

NOBS: 66
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 57288.210  g  NULL -10.7150000 15.2550000
OBS: 57288.213  r  NULL 0.7420000 13.3680000
OBS: 57288.215  i  NULL -14.6110000 12.8060000
OBS: 57288.218  z  NULL 12.3330000 13.5310000
OBS: 57297.174  g  NULL 72.7930000 20.4310000
OBS: 57297.178  i  NULL 63.0160000 21.2610000
OBS: 57297.181  z  NULL 51.9680000 14.9420000
OBS: 57302.291  g  NULL 229.0400000 6.1026000
OBS: 57302.293  r  NULL 219.3600000 6.5763000
OBS: 57302.295  i  NULL 182.4200000 7.9662000
OBS: 57302.298  z  NULL 152.7600000 10.7170000
OBS: 57311.256  g  NULL 448.1200000 6.9570000
OBS: 57311.259  r  NULL 432.2800000 6.8837000
OBS: 57311.261  i  NULL 365.0100000 5.8318000
OBS: 57311.263  z  NULL 248.9200000 5.9555000
OBS: 57317.170  g  NULL 444.2200000 10.3390000
OBS: 57317.172  r  NULL 466.5800000 8.9318000
OBS: 57317.174  i  NULL 392.8400000 8.4485000
OBS: 57317.177  z  NULL 228.0900000 9.1562000
OBS: 57325.198  g  NULL 335.2200000 14.3480000
OBS: 57325.200  r  NULL 428.2200000 10.4050000
OBS: 57325.202  i  NULL 356.3700000 8.0709000
OBS: 57325.204  z  NULL 196.8800000 8.3364000
OBS: 57329.225  g  NULL 239.1700000 7.9425000
OBS: 57329.227  r  NULL 336.9900000 7.7567000
OBS: 57329.229  i  NULL 281.9400000 9.6307000
OBS: 57329.232  z  NULL 146.4800000 12.1550000
OBS: 57331.089  g  NULL 208.1700000 6.0823000
OBS: 57331.092  r  NULL 317.1000000 7.1952000
OBS: 57331.094  i  NULL 269.5900000 7.6922000
OBS: 57331.096  z  NULL 134.0400000 10.6370000
OBS: 57339.281  g  NULL 92.3280000 5.8245000
OBS: 57339.284  r  NULL 219.6500000 6.5198000
OBS: 57339.286  i  NULL 201.8000000 8.4270000
OBS: 57339.288  z  NULL 124.3600000 11.6460000
OBS: 57345.328  g  NULL 53.1320000 5.8139000
OBS: 57345.331  r  NULL 168.3500000 7.0311000
OBS: 57345.333  i  NULL 194.3400000 8.7400000
OBS: 57345.335  z  NULL 130.7400000 11.8320000
OBS: 57349.299  g  NULL 54.3140000 17.4220000
OBS: 57349.301  r  NULL 145.1100000 16.3140000
OBS: 57349.303  i  NULL 204.1700000 13.7800000
OBS: 57349.305  z  NULL 142.8700000 14.9680000
OBS: 57356.168  g  NULL 25.7870000 5.9513000
OBS: 57356.170  r  NULL 111.0900000 5.0812000
OBS: 57356.172  i  NULL 165.5000000 5.1463000
OBS: 57356.174  z  NULL 140.3800000 6.5847000
OBS: 57365.245  g  NULL 24.0130000 3.8653000
OBS: 57365.247  r  NULL 71.3940000 3.2129000
OBS: 57365.249  i  NULL 108.5000000 3.7692000
OBS: 57365.252  z  NULL 90.4320000 4.9671000
OBS: 57372.223  g  NULL 20.5690000 4.3809000
OBS: 57372.226  r  NULL 62.4620000 5.0833000
OBS: 57372.228  i  NULL 93.1410000 9.3885000
OBS: 57372.229  z  NULL 76.2260000 11.3750000
OBS: 57376.057  r  NULL 59.0840000 16.2350000
OBS: 57376.059  i  NULL 85.5940000 18.9790000
OBS: 57376.062  z  NULL 45.8460000 22.7470000
OBS: 57379.073  g  NULL 32.3540000 16.0840000
OBS: 57379.076  r  NULL 43.2170000 11.6070000
OBS: 57379.078  i  NULL 81.4260000 9.0940000
OBS: 57379.080  z  NULL 64.4440000 9.0704000
OBS: 57387.178  g  NULL 23.1060000 7.2937000
OBS: 57387.181  r  NULL 47.8970000 5.2945000
OBS: 57387.183  i  NULL 65.8830000 6.0801000
OBS: 57387.185  z  NULL 53.9550000 8.0244000
END_PHOTOMETRY:

# =============================================
