SURVEY: DES
SNID: 1335564
IAUC: NULL
FILTERS: griz
FAKE: 0
TYPE: 1
MASK_FLUXCOR_SNANA: 3
RA: 35.128132               # deg
DECL: -6.446471               # deg
MWEBV: 0.023                    # MW E(B-V)
MWEBV_ERR: 0.001                    # MW E(B-V)
PIXSIZE: 0.2700                    # arcSec
PEAKMJD: 57338.633
REDSHIFT_FINAL: 0.6077 +-  0.0050    # (CMB)
OBS: 57319.265  r  NULL -3.5670000 15.6790000
OBS: 57319.267  i  NULL 19.7110000 16.7630000
OBS: 57319.269  z  NULL 12.1350000 19.1820000
OBS: 57327.063  g  NULL 1.9137000 3.6057000
OBS: 57327.065  r  NULL 34.9290000 6.6536000
OBS: 57327.067  i  NULL 20.5330000 10.6370000
OBS: 57327.070  z  NULL 9.3890000 13.1710000
OBS: 57331.054  g  NULL 13.3130000 5.6020000
OBS: 57331.056  r  NULL 46.6900000 6.2731000
OBS: 57331.058  i  NULL 44.2310000 10.2630000
OBS: 57331.061  z  NULL 28.7880000 12.2970000
OBS: 57339.148  g  NULL 20.5420000 5.7145000
OBS: 57339.151  r  NULL 74.2540000 7.0810000
OBS: 57339.153  i  NULL 72.4600000 10.3710000
OBS: 57339.156  z  NULL 67.9080000 10.9040000
OBS: 57345.068  r  NULL 34.9660000 30.1910000
OBS: 57346.024  g  NULL 18.1800000 10.1900000
OBS: 57346.027  r  NULL 47.0430000 7.6627000
OBS: 57346.029  i  NULL 60.9270000 9.7780000
OBS: 57356.096  g  NULL 7.2202000 2.9628000
OBS: 57356.098  r  NULL 44.6800000 4.0602000
OBS: 57356.100  i  NULL 51.2680000 6.5004000
OBS: 57356.103  z  NULL 43.6440000 6.9977000
OBS: 57366.054  g  NULL 3.2770000 3.1396000
OBS: 57366.056  r  NULL 22.6760000 4.2027000
OBS: 57366.058  i  NULL 33.2080000 7.5572000
OBS: 57366.061  z  NULL 65.2440000 8.4377000
OBS: 57373.051  g  NULL 8.6021000 6.2589000
OBS: 57373.053  r  NULL 10.5540000 5.8555000
OBS: 57373.055  i  NULL 36.3810000 8.7535000
OBS: 57373.057  z  NULL 42.0480000 9.3950000
OBS: 57385.107  g  NULL -2.6280000 5.7145000
OBS: 57385.109  r  NULL 4.9917000 5.2629000
OBS: 57385.111  i  NULL 9.9557000 7.2292000
OBS: 57385.114  z  NULL 19.7760000 8.0839000
OBS: 57389.072  g  NULL 7.9915000 5.2923000
OBS: 57389.074  r  NULL 15.0130000 5.3618000
OBS: 57389.076  i  NULL 8.1707000 9.5657000
OBS: 57389.079  z  NULL -2.5300000 14.9270000
OBS: 57396.059  g  NULL 0.6494900 4.5712000
OBS: 57396.061  r  NULL 15.1860000 5.4053000
OBS: 57396.063  i  NULL 7.8023000 9.3093000
OBS: 57396.066  z  NULL 21.7020000 9.7393000
OBS: 57403.057  g  NULL -5.3460000 8.3087000
OBS: 57403.062  r  NULL -9.5820000 10.6610000
OBS: 57403.064  i  NULL 3.8927000 10.3740000
OBS: 57403.061  z  NULL 9.9030000 12.3770000
OBS: 57427.062  g  NULL 9.7430000 8.3848000
OBS: 57427.066  r  NULL -6.4850000 9.7603000
OBS: 57427.068  i  NULL 6.1860000 14.6580000
OBS: 57427.065  z  NULL 3.1840000 22.1860000
END_PHOTOMETRY:

# =============================================
