SURVEY: DES
SNID: 1299643
IAUC: NULL
FILTERS: griz
FAKE: 0
TYPE: 1
MASK_FLUXCOR_SNANA: 3
RA: 55.102634               # deg
DECL: -26.722080               # deg
MWEBV: 0.012                    # MW E(B-V)
MWEBV_ERR: 0.001                    # MW E(B-V)
PIXSIZE: 0.2700                    # arcSec
PEAKMJD: 56935.809
REDSHIFT_FINAL: 0.3800 +-  0.0050    # (CMB)
OBS: 56980.317  g  NULL 3.8280000 2.9033000
OBS: 56980.319  r  NULL 21.9820000 5.2819000
OBS: 56980.321  i  NULL 70.2960000 7.4519000
OBS: 56980.323  z  NULL 66.7120000 8.6664000
OBS: 56988.029  g  NULL 6.6560000 6.7864000
OBS: 56988.032  r  NULL 8.1631000 6.7062000
OBS: 56988.034  i  NULL 49.8160000 9.4197000
OBS: 56988.036  z  NULL 54.7510000 11.0620000
OBS: 56991.151  g  NULL 4.6280000 12.6050000
OBS: 56991.154  r  NULL 38.9540000 16.7010000
OBS: 56991.156  i  NULL 65.3890000 18.3690000
OBS: 56991.158  z  NULL 56.5900000 19.7190000
OBS: 56992.136  g  NULL 3.2577000 11.1630000
OBS: 56992.139  r  NULL 29.1350000 9.1509000
OBS: 56992.141  i  NULL 40.1890000 9.1989000
OBS: 56992.144  z  NULL 36.0200000 8.8605000
OBS: 57001.304  r  NULL 39.5460000 26.8160000
OBS: 57001.306  i  NULL 52.7000000 23.6800000
OBS: 57001.309  z  NULL 28.1700000 23.4880000
OBS: 57008.111  g  NULL 1.5677000 3.3317000
OBS: 57008.113  r  NULL 11.2280000 5.1976000
OBS: 57008.115  i  NULL 27.5610000 7.2311000
OBS: 57008.118  z  NULL 29.0330000 7.8262000
OBS: 57012.082  g  NULL 4.2120000 3.4437000
OBS: 57012.084  r  NULL 13.8940000 5.4216000
OBS: 57012.086  i  NULL 22.1240000 6.4034000
OBS: 57012.089  z  NULL 10.7370000 7.6474000
OBS: 57018.071  g  NULL -0.0730000 8.1408000
OBS: 57018.073  r  NULL 10.6590000 10.9510000
OBS: 57018.075  i  NULL 50.5020000 12.4120000
OBS: 57018.078  z  NULL 28.8460000 14.1200000
END_PHOTOMETRY:

# =============================================
