SURVEY: DES
SNID: 1337221
IAUC: NULL
FILTERS: griz
FAKE: 0
TYPE: 1
MASK_FLUXCOR_SNANA: 3
RA: 7.394314               # deg
DECL: -42.813427               # deg
MWEBV: 0.006                    # MW E(B-V)
MWEBV_ERR: 0.000                    # MW E(B-V)
PIXSIZE: 0.2700                    # arcSec
PEAKMJD: 57357.68
REDSHIFT_FINAL: 0.6688 +-  0.0050    # (CMB)
  8.69 11.98 21.44 21.71 18.35 24.22 23.5  19.49 19.54 26.76 24.07  9.05
 11.27 19.12 17.28 20.29 24.56 19.54 21.47 22.11 28.79 23.24 26.44 25.01
 31.89 26.14 12.13 14.56 26.57 24.96  7.76 11.58 21.47 20.56  8.95 13.05
 21.99 22.11 25.9  25.47 30.11 22.11]
GAIN: [4.17  3.86  4.04  4.05  4.16  3.82  3.99  4.044 4.15  3.81  3.96  4.045
 4.17  3.81  4.02  4.04  3.88  4.01  4.049 4.33  3.9   4.1   4.045 4.17
 3.83  3.98  4.04  3.96  4.    4.09  4.32  3.9   4.05  4.036 4.35  3.89
 4.07  4.07  4.28  3.85  4.07  4.07  4.15  3.82  4.01  4.065 4.18  3.86
 4.03  4.06  4.36  3.88  4.05  4.05 ]
PHOTFLAG: [0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
PHOTPROB: [0.8  0.9  0.67 0.85 0.9  0.84 0.88 0.9  0.91 0.86 0.86 0.94 1.02 0.76
 0.74 0.78 0.94 0.89 0.82 0.96 0.95 0.86 0.83 0.92 0.85 0.86 0.84 0.99
 0.89 0.92 0.88 0.79 0.81 0.82 0.99 1.01 0.95 0.9  1.09 0.95 0.87 0.85
 0.86 0.98 0.82 0.91 0.99 0.84 0.87 0.77 0.97 0.94 0.95 0.89]
SPECTRA: {}

NOBS: 54
NVAR: 6
VARLIST:  MJD	FLT FIELD	FLUXCAL	  FLUXCALERR

OBS: 57325.023  g  NULL 7.7250000 3.6551000
OBS: 57325.025  r  NULL 3.8000000 5.1680000
OBS: 57325.027  i  NULL -7.7000000 6.9731000
OBS: 57325.030  z  NULL 2.6480000 10.8420000
OBS: 57329.015  g  NULL -0.9950000 4.9319000
OBS: 57329.017  r  NULL -10.9720000 8.1103000
OBS: 57329.019  i  NULL 8.4386000 7.8554000
OBS: 57329.022  z  NULL -9.2460000 12.8200000
OBS: 57334.188  g  NULL 1.8534000 3.7256000
OBS: 57334.190  r  NULL 6.9001000 4.3571000
OBS: 57334.192  i  NULL 2.3999000 5.7419000
OBS: 57334.195  z  NULL 12.2710000 6.9247000
OBS: 57339.019  g  NULL 2.7286000 6.0634000
OBS: 57339.021  r  NULL 13.5650000 7.5043000
OBS: 57339.023  i  NULL -2.4470000 11.3920000
OBS: 57339.026  z  NULL -1.8890000 12.6250000
OBS: 57344.036  r  NULL 39.1600000 7.8272000
OBS: 57344.038  i  NULL 29.3170000 7.0094000
OBS: 57344.041  z  NULL 33.5860000 8.0667000
OBS: 57355.142  g  NULL 39.5240000 10.3770000
OBS: 57355.144  r  NULL 97.0480000 7.5440000
OBS: 57355.146  i  NULL 68.8020000 8.1091000
OBS: 57355.149  z  NULL 69.0340000 7.9693000
OBS: 57365.036  g  NULL 11.6290000 4.7696000
OBS: 57365.039  r  NULL 73.6980000 5.8064000
OBS: 57365.041  i  NULL 63.3330000 6.5713000
OBS: 57365.044  z  NULL 67.8840000 6.9766000
OBS: 57372.034  r  NULL 70.1350000 20.0650000
OBS: 57372.036  i  NULL 47.0710000 8.3265000
OBS: 57372.038  z  NULL 45.9820000 7.6084000
OBS: 57376.040  g  NULL -10.5460000 27.0910000
OBS: 57376.042  r  NULL 54.7810000 16.5960000
OBS: 57376.044  i  NULL 34.0230000 17.7620000
OBS: 57376.047  z  NULL 27.0140000 18.3300000
OBS: 57379.044  g  NULL 33.1190000 15.0720000
OBS: 57379.046  r  NULL 47.2990000 10.0170000
OBS: 57379.048  i  NULL 21.2600000 10.0440000
OBS: 57379.051  z  NULL 53.9720000 10.4460000
OBS: 57386.042  g  NULL -0.0090000 5.8435000
OBS: 57386.044  r  NULL 27.2360000 5.7562000
OBS: 57386.046  i  NULL 30.3360000 7.6711000
OBS: 57386.049  z  NULL 38.3610000 9.6679000
OBS: 57394.057  g  NULL -2.7880000 5.3183000
OBS: 57394.059  r  NULL 13.4910000 6.0822000
OBS: 57394.061  i  NULL 10.3300000 8.8070000
OBS: 57394.064  z  NULL 23.7220000 10.6500000
OBS: 57400.101  g  NULL -0.4880000 9.0823000
OBS: 57400.103  r  NULL 8.0859000 12.5950000
OBS: 57400.105  i  NULL 23.8610000 13.0860000
OBS: 57400.108  z  NULL 33.4580000 14.0360000
OBS: 57407.042  g  NULL 18.1710000 14.9160000
OBS: 57407.044  r  NULL 6.5608000 10.1420000
OBS: 57407.046  i  NULL 12.8910000 10.8670000
OBS: 57407.048  z  NULL 6.8834000 9.3843000
END_PHOTOMETRY:

# =============================================
